,a1,a2,logZ,magnetization,logZ_diff,magnetization_diff,magnetization_per_layer,ws_diff_total,ws_diff,ws_diff_normalized,iter,elapsed
0,1.224744871391589,2.7,2.1462894226585703,0.34335493676311024,2.1462894226585703,0.34335493676311024,"[7.59493671e-04 9.31428564e-16 9.11562576e-02 1.14702170e-01
 1.96594603e-01 2.60577121e-01 3.09834494e-01 3.37469480e-01
 3.36342450e-01 3.44028651e-01 3.45260796e-01 3.44117835e-01
 3.43614852e-01 3.43482037e-01 3.43352581e-01 3.43343621e-01
 3.43352539e-01 3.43338349e-01 3.43346683e-01 3.43354937e-01]",0.04984535365906755,"[0.         0.         1.18922111 2.2364236  2.50593495 2.41692234
 2.67968602 2.88565687 2.82173596 3.10025809 3.3789141  3.55142018
 3.47158314 3.47496669 3.53986112 3.62157766 3.6628604  3.73150564
 3.73220175 3.7348943 ]","[0.00000000e+00 0.00000000e+00 2.97305277e-01 2.79552950e-01
 1.56620935e-01 7.55288230e-02 4.18700941e-02 2.25441943e-02
 1.10224061e-02 6.05519158e-03 3.29972081e-03 1.73409188e-03
 8.47554479e-04 4.24190270e-04 2.16055977e-04 1.10521779e-04
 5.58908142e-05 2.84691287e-05 1.42372198e-05 7.12374555e-06]",1.0,3.2007763385772705
1,1.224744871391589,2.7,2.147553589282531,0.025396399804573956,0.001264166623960783,0.31795853695853626,"[7.59493671e-04 9.31428564e-16 1.45679437e-03 6.49002353e-05
 5.86105227e-03 8.46344738e-03 1.94087225e-02 2.72277515e-02
 2.56209598e-02 2.33267222e-02 2.48484908e-02 2.54065319e-02
 2.53989578e-02 2.53966488e-02 2.53965247e-02 2.53963739e-02
 2.53963873e-02 2.53963953e-02 2.53963986e-02 2.53963998e-02]",0.003848516085977989,"[0.         0.         0.03405014 0.05949854 0.29713596 0.35944369
 0.5033177  0.98545004 0.73000059 1.39845531 0.97217427 1.65881684
 1.3861542  1.39419011 0.66805734 1.41599682 0.68775971 1.47969109
 1.30989299 3.01861545]","[0.00000000e+00 0.00000000e+00 8.51253421e-03 7.43731725e-03
 1.85709973e-02 1.12326154e-02 7.86433900e-03 7.69882843e-03
 2.85156480e-03 2.73135803e-03 9.49388931e-04 8.09969159e-04
 3.38416553e-04 1.70189223e-04 4.07749841e-05 4.32127936e-05
 1.04943804e-05 1.12891471e-05 4.99684519e-06 5.75755205e-06]",2.0,3.2127742767333984
2,1.224744871391589,2.7,2.147568170615182,0.0011032621351447678,1.4581332651086854e-05,0.02429313766942919,"[7.59493671e-04 9.31428564e-16 4.05366547e-03 5.68293492e-03
 1.60853524e-03 4.71168747e-03 1.65338363e-02 1.24246065e-02
 7.31559371e-04 1.10266488e-03 1.10323053e-03 1.10326212e-03
 1.10326218e-03 1.10326215e-03 1.10326215e-03 1.10326214e-03
 1.10326214e-03 1.10326213e-03 1.10326213e-03 1.10326214e-03]",0.001609079048715636,"[0.00000000e+00 0.00000000e+00 2.28721122e-02 7.12472926e-02
 2.57609146e-02 4.41844679e-02 2.55590081e-01 9.23585470e-01
 2.01087155e-02 2.43581354e-02 1.22389139e-02 2.94347969e-03
 8.90578453e-05 8.58552464e-05 8.27381846e-05 8.04763995e-05
 7.80819031e-05 7.63857476e-05 8.45829864e-05 2.36626116e+00]","[0.00000000e+00 0.00000000e+00 5.71802805e-03 8.90591158e-03
 1.61005716e-03 1.38076462e-03 3.99359501e-03 7.21551149e-03
 7.85496699e-05 4.75744832e-05 1.19520643e-05 1.43724594e-06
 2.17426380e-08 1.04803768e-08 5.04993803e-09 2.45594481e-09
 1.19143529e-09 5.82777005e-10 3.22658487e-10 4.51328499e-06]",3.0,3.2538681030273438
3,1.224744871391589,2.7,2.1475743318832508,7.260103454817558e-05,6.161268068627379e-06,0.0010306611005965922,"[7.59493671e-04 9.31428564e-16 3.57661653e-03 6.11743927e-03
 4.72112044e-04 1.25528763e-02 8.61061851e-03 2.83605119e-05
 8.57354891e-05 7.28297923e-05 7.26525714e-05 7.26010631e-05
 7.26010410e-05 7.26010350e-05 7.26010350e-05 7.26010344e-05
 7.26010344e-05 7.26010342e-05 7.26010340e-05 7.26010345e-05]",0.0013079398929188852,"[0.00000000e+00 0.00000000e+00 6.24601827e-02 9.67907679e-03
 4.56617109e-02 1.19030943e-01 5.86134271e-03 5.85540005e-03
 1.79613095e-03 2.75008743e-05 7.71473073e-06 7.99948989e-06
 7.97549892e-06 7.97113033e-06 7.96120159e-06 7.95994383e-06
 7.95199253e-06 7.97124606e-06 6.39272864e-03 2.23506888e+00]","[0.00000000e+00 0.00000000e+00 1.56150457e-02 1.20988460e-03
 2.85385693e-03 3.71971696e-03 9.15834799e-05 4.57453129e-05
 7.01613651e-06 5.37126451e-08 7.53391673e-09 3.90600092e-09
 1.94714329e-09 9.73038370e-10 4.85913183e-10 2.42918208e-10
 1.21337777e-10 6.08157811e-11 2.43863245e-08 4.26305557e-06]",4.0,3.282194137573242
4,1.224744871391589,2.7,2.1475763136916988,4.7135185945942234e-06,1.981808448014988e-06,6.788751595358135e-05,"[7.59493671e-04 9.31428564e-16 6.59507870e-04 1.16746213e-03
 6.29928909e-03 3.95320743e-03 1.18437506e-03 1.25861671e-05
 8.12761338e-06 4.78504166e-06 4.72902432e-06 4.71352622e-06
 4.71352022e-06 4.71351875e-06 4.71351875e-06 4.71351863e-06
 4.71351863e-06 4.71351859e-06 4.71351859e-06 4.71351859e-06]",0.00023948745400156988,"[0.00000000e+00 0.00000000e+00 5.05219613e-03 5.58453219e-05
 3.02514906e-02 3.53224908e-02 9.36158129e-04 4.03554005e-03
 9.05197039e-06 2.12656851e-06 1.97354976e-06 1.96707455e-06
 1.96705287e-06 1.96680480e-06 1.96697706e-06 1.96681697e-06
 1.96692710e-06 1.96815712e-06 3.64653068e-06 1.50112310e+00]","[0.00000000e+00 0.00000000e+00 1.26304903e-03 6.98066523e-06
 1.89071816e-03 1.10382784e-03 1.46274708e-05 3.15276566e-05
 3.53592593e-08 4.15345413e-09 1.92729468e-09 9.60485622e-10
 4.80237518e-10 2.40088477e-10 1.20054752e-10 6.00224905e-11
 3.00129257e-11 1.50158472e-11 1.39104106e-11 2.86316509e-06]",5.0,3.3072121143341064
5,1.224744871391589,2.7,2.147577888766106,4.839213309381634e-07,1.5750744073450562e-06,4.22959726365606e-06,"[7.59493671e-04 9.31428564e-16 9.60307850e-05 1.74499642e-04
 1.23772996e-02 1.05267250e-02 2.43912492e-05 1.79462238e-06
 1.88438957e-06 5.16745998e-07 4.90439665e-07 4.83924279e-07
 4.83921654e-07 4.83921334e-07 4.83921334e-07 4.83921331e-07
 4.83921331e-07 4.83921331e-07 4.83921331e-07 4.83921331e-07]",0.0005104932094841146,"[0.00000000e+00 0.00000000e+00 1.09392390e-04 2.35145657e-07
 1.43859694e-01 7.65055592e-05 1.06710745e-02 1.42612658e-04
 1.87628753e-06 9.51424147e-06 1.53801531e-06 1.53822578e-06
 1.53727485e-06 1.53577582e-06 1.53727456e-06 1.53593624e-06
 1.53727441e-06 1.53856030e-06 1.53728813e-06 2.34435193e+00]","[0.00000000e+00 0.00000000e+00 2.73480976e-05 2.93932072e-08
 8.99123088e-03 2.39079873e-06 1.66735539e-04 1.11416139e-06
 7.32924815e-09 1.85825029e-08 1.50196808e-09 7.51086807e-10
 3.75311243e-10 1.87472634e-10 9.38277927e-11 4.68730542e-11
 2.34569460e-11 1.17382835e-11 5.86428883e-12 4.47149644e-06]",6.0,3.2960689067840576
6,1.224744871391589,2.7,2.147578553472731,7.015635757760901e-09,6.647066248532951e-07,4.769056951804025e-07,"[7.59493671e-04 9.31428564e-16 1.24648998e-05 2.30783535e-05
 5.94317042e-04 4.93086921e-04 1.04208428e-06 3.44342353e-08
 7.27200517e-08 5.06160770e-09 6.66326939e-09 7.01546266e-09
 7.01562073e-09 7.01563578e-09 7.01563575e-09 7.01563576e-09
 7.01563576e-09 7.01563576e-09 7.01563576e-09 7.01563576e-09]",2.4757032424647237e-05,"[0.00000000e+00 0.00000000e+00 2.27314245e-06 4.26863138e-09
 6.93308742e-03 7.64263785e-06 7.25258066e-04 2.10937038e-05
 2.74914095e-07 1.29186790e-06 2.15397669e-07 2.15536959e-07
 2.15308033e-07 2.15263195e-07 2.15308030e-07 2.15267096e-07
 2.15308028e-07 2.15329880e-07 2.15308035e-07 2.19983362e+00]","[0.00000000e+00 0.00000000e+00 5.68285612e-07 5.33578922e-10
 4.33317964e-04 2.38832433e-07 1.13321573e-05 1.64794561e-07
 1.07388318e-09 2.52317949e-09 2.10349286e-10 1.05242656e-10
 5.25654378e-11 2.62772455e-11 1.31413593e-11 6.56943043e-12
 3.28533978e-12 1.64283661e-12 8.21334973e-13 4.19584964e-06]",7.0,3.3127379417419434
7,1.224744871391589,2.7,2.1475785546635437,8.797484142160094e-09,1.1908127817150671e-09,1.7818483843991928e-09,"[7.59493671e-04 9.31428564e-16 1.53409809e-06 2.81006178e-06
 1.16030787e-05 9.59574797e-06 6.37726093e-08 1.59195623e-09
 4.79458054e-09 8.69580015e-09 8.77978920e-09 8.79747518e-09
 8.79748330e-09 8.79748408e-09 8.79748413e-09 8.79748413e-09
 8.79748415e-09 8.79748415e-09 8.79748414e-09 8.79748414e-09]",1.610411403954698e-08,"[0.00000000e+00 0.00000000e+00 3.84948240e-08 1.36738434e-10
 4.48244179e-06 5.31456860e-10 3.94567523e-09 2.98435486e-10
 1.63612588e-12 2.20472319e-11 1.31075387e-12 1.31681225e-12
 1.29953164e-12 1.30391984e-12 1.30302169e-12 1.30100709e-12
 1.30180741e-12 1.31376432e-12 1.31604212e-12 2.12920961e+00]","[0.00000000e+00 0.00000000e+00 9.62370599e-09 1.70923043e-11
 2.80152612e-07 1.66080269e-11 6.16511755e-11 2.33152723e-12
 6.39111672e-15 4.30609998e-14 1.28003308e-15 6.42974732e-16
 3.17268468e-16 1.59169902e-16 7.95301327e-17 3.97035855e-17
 1.98640047e-17 1.00232263e-17 5.02030228e-18 4.06114504e-06]",8.0,3.3484344482421875
8,1.224744871391589,2.7,2.147578554664164,1.7326337686663e-09,6.203926261605375e-13,7.064850373493794e-09,"[7.59493671e-04 9.31428564e-16 1.87388265e-07 3.40425067e-07
 2.29187970e-07 1.87234615e-07 6.01049307e-09 3.04712088e-10
 1.37092944e-09 1.72356312e-09 1.73103064e-09 1.73263251e-09
 1.73263354e-09 1.73263377e-09 1.73263378e-09 1.73263376e-09
 1.73263376e-09 1.73263377e-09 1.73263377e-09 1.73263377e-09]",1.3909178841270065e-11,"[0.00000000e+00 0.00000000e+00 5.72627747e-10 1.40331413e-12
 1.71199594e-09 3.42735537e-13 1.33789562e-12 1.57940135e-13
 3.84996131e-14 3.28659651e-14 2.42766839e-14 4.16703792e-14
 2.63923029e-14 2.86569382e-14 3.57847785e-14 3.45398439e-14
 3.51472134e-14 4.77911955e-14 3.81626463e-14 2.08896025e+00]","[0.00000000e+00 0.00000000e+00 1.43156937e-10 1.75414266e-13
 1.06999746e-10 1.07104855e-14 2.09046191e-14 1.23390730e-15
 1.50389114e-16 6.41913380e-17 2.37076992e-17 2.03468648e-17
 6.44343332e-18 3.49816140e-18 2.18412955e-18 1.05407239e-18
 5.36303916e-19 3.64617886e-19 1.45578943e-19 3.98437549e-06]",9.0,3.34230375289917
9,1.224744871391589,2.7,2.1475785546641677,2.678018265460861e-10,3.552713678800501e-15,1.4648319421202138e-09,"[7.59493671e-04 9.31428564e-16 2.28538579e-08 4.14144776e-08
 4.88586978e-09 3.75796528e-09 6.60803156e-10 8.94711994e-11
 2.25966140e-10 2.66754222e-10 2.67616484e-10 2.67801323e-10
 2.67801507e-10 2.67801739e-10 2.67801789e-10 2.67801822e-10
 2.67801834e-10 2.67801829e-10 2.67801827e-10 2.67801827e-10]",1.185136657625394e-13,"[0.00000000e+00 0.00000000e+00 8.33859980e-12 2.99921583e-14
 6.88732859e-13 3.05707771e-14 2.43144705e-14 2.60181420e-14
 3.25247833e-14 3.77140385e-14 3.52023371e-14 2.86567437e-14
 2.69925206e-14 2.54136584e-14 3.28187789e-14 3.75592440e-14
 3.66520450e-14 2.79472339e-14 3.39250413e-14 2.34395976e+00]","[0.00000000e+00 0.00000000e+00 2.08464995e-12 3.74901978e-15
 4.30458037e-14 9.55336785e-16 3.79913601e-16 2.03266734e-16
 1.27049935e-16 7.36602315e-17 3.43772823e-17 1.39925507e-17
 6.58997085e-18 3.10225323e-18 2.00309930e-18 1.14621716e-18
 5.59265823e-19 2.13220473e-19 1.29413762e-19 4.47074844e-06]",10.0,3.3436219692230225
