,a1,a2,iter,logZ,magnetization,logZ_diff,magnetization_diff,magnetization_per_layer,ws_diff_total,ws_diff,ws_diff_normalized
10,0.0,1.779,11.0,1.1733744401396458,1.3441559637730118,3.996025619734667e-06,0.004930012315210286,"[4.77481443e-16 3.07453854e-10 4.22506485e-02 6.26940680e-02
 4.53602231e-01 6.48942010e-01 8.88162820e-01 1.03774373e+00
 1.18192656e+00 1.28654888e+00 1.33333322e+00 1.34362389e+00
 1.34428535e+00 1.34429369e+00 1.34421639e+00 1.34418775e+00
 1.34417134e+00 1.34416394e+00 1.34415747e+00 1.34415596e+00]",0.0002403354681334766,"[5.28763779e-07 4.40572318e-07 1.20752905e-03 2.10611126e-02
 1.45328829e-02 1.19683353e-02 6.42365894e-03 8.64132909e-04
 1.31290993e-04 1.27563768e-04 8.12952930e-05 5.87573535e-05
 1.61825022e-04 4.46964665e-05 1.50073345e-04 1.14159349e-02
 3.39236197e-04 7.06524274e-03 1.06891771e+00 2.70287338e+00]","[5.28763779e-07 2.20286159e-07 3.01882262e-04 2.63263907e-03
 9.08305181e-04 3.74010477e-04 1.00369671e-04 6.75103835e-06
 5.12855440e-07 2.49147985e-07 7.93899345e-08 2.86901140e-08
 3.95080620e-08 5.45611163e-09 9.15975003e-09 3.48386686e-07
 5.17633357e-09 5.39035243e-08 4.07759748e-06 5.15532186e-06]"
11,0.0,1.779,12.0,1.1733780925575343,1.3390343885456257,3.6524178885777303e-06,0.005121575227386099,"[0.00000000e+00 2.30998763e-10 4.02951510e-02 5.86523096e-02
 4.37587624e-01 6.33074283e-01 8.75028551e-01 1.02539335e+00
 1.17148093e+00 1.27830983e+00 1.32741605e+00 1.33841377e+00
 1.33915907e+00 1.33917779e+00 1.33909827e+00 1.33906723e+00
 1.33905052e+00 1.33904250e+00 1.33903482e+00 1.33903439e+00]",0.0001363828273691427,"[2.05776549e-07 1.11113601e-07 2.85212455e-04 8.50863959e-03
 1.40097492e-02 8.32438633e-03 1.14809686e-02 4.38219828e-04
 1.60541737e-04 1.16528348e-04 7.30303942e-05 5.75055679e-05
 1.36641999e-04 9.51262004e-05 2.16348575e-04 4.60462918e-03
 1.67335262e-04 4.06445174e-03 4.04212381e-01 2.50700400e+00]","[2.05776549e-07 5.55568004e-08 7.13031138e-05 1.06357995e-03
 8.75609328e-04 2.60137073e-04 1.79390134e-04 3.42359241e-06
 6.27116160e-07 2.27594430e-07 7.13187443e-08 2.80788906e-08
 3.33598630e-08 1.16120850e-08 1.32048691e-08 1.40522131e-07
 2.55333346e-09 3.10093059e-08 1.54194786e-06 4.78173066e-06]"
12,0.0,1.779,13.0,1.173379922490376,1.3345621303062682,1.8299328417015204e-06,0.004472258239357485,"[2.38742192e-16 1.44772758e-10 3.89024300e-02 5.57726789e-02
 4.20195400e-01 6.19888438e-01 8.64738484e-01 1.01588363e+00
 1.16305480e+00 1.27150835e+00 1.32234116e+00 1.33387262e+00
 1.33468255e+00 1.33470811e+00 1.33462681e+00 1.33459325e+00
 1.33457473e+00 1.33456829e+00 1.33456257e+00 1.33456213e+00]",4.156104405010887e-05,"[9.07139284e-08 2.56118369e-08 8.13293814e-05 1.69534522e-03
 4.62499506e-03 3.06266908e-03 7.99814109e-03 3.52387659e-04
 1.65978409e-04 1.05602466e-04 6.78942851e-05 4.83014291e-05
 1.20683010e-04 4.68744017e-04 1.70419988e-03 7.43459089e-03
 2.76387970e-02 1.92200893e-01 1.03235392e+00 2.45513136e+00]","[9.07139284e-08 1.28059185e-08 2.03323453e-05 2.11918153e-04
 2.89062191e-04 9.57084086e-05 1.24970954e-04 2.75302859e-06
 6.48353161e-07 2.06254817e-07 6.63030128e-08 2.35846822e-08
 2.94636254e-08 5.72197286e-08 1.04016106e-07 2.26885708e-07
 4.21734574e-07 1.46637644e-06 3.93811769e-06 4.68279144e-06]"
13,0.0,1.779,14.0,1.1733805020989208,1.3312196420150815,5.796085447151711e-07,0.0033424882911867737,"[2.38742401e-16 1.14781797e-10 3.81215577e-02 5.41864860e-02
 4.04747432e-01 6.10380115e-01 8.57890029e-01 1.00967478e+00
 1.15725208e+00 1.26673764e+00 1.31862833e+00 1.33049044e+00
 1.33134038e+00 1.33136902e+00 1.33128689e+00 1.33125043e+00
 1.33123177e+00 1.33122526e+00 1.33122014e+00 1.33121964e+00]",9.683564418587695e-06,"[3.65274624e-08 1.04530070e-08 2.44521542e-05 3.06073653e-04
 9.54098367e-04 9.70093358e-04 2.34610422e-03 2.33202156e-04
 1.02593543e-04 6.71978345e-05 4.91177267e-05 3.27523384e-05
 1.01650483e-04 1.19652428e-03 5.77384489e-03 5.83337718e-04
 4.89851637e-03 3.30343187e-02 1.44335337e+00 2.46535837e+00]","[3.65274624e-08 5.22650349e-09 6.11303856e-06 3.82592067e-05
 5.96311479e-05 3.03154174e-05 3.66578785e-05 1.82189185e-06
 4.00756028e-07 1.31245770e-07 4.79665300e-08 1.59923527e-08
 2.48170125e-08 1.46060092e-07 3.52407525e-07 1.78020544e-08
 7.47454280e-08 2.52031851e-07 5.50595616e-06 4.70229792e-06]"
14,0.0,1.779,15.0,1.173380680661002,1.328871789634675,1.7856208134325868e-07,0.0023478523804065787,"[6.82121425e-17 1.11057516e-10 3.77223044e-02 5.33853769e-02
 3.92505103e-01 6.03366991e-01 8.53382328e-01 1.00569205e+00
 1.15340714e+00 1.26354775e+00 1.31606166e+00 1.32812080e+00
 1.32899377e+00 1.32902347e+00 1.32894049e+00 1.32889991e+00
 1.32888583e+00 1.32887851e+00 1.32887297e+00 1.32887179e+00]",2.6908353193638375e-06,"[1.41534485e-08 1.17811706e-08 6.51951157e-06 5.67824544e-05
 2.55000993e-04 4.34772124e-04 5.04320166e-04 1.39909268e-04
 5.24460091e-05 3.42556987e-05 2.37789871e-05 2.01739952e-05
 2.37911557e-04 2.08208950e-03 7.78348430e-03 2.38484669e-04
 4.35611611e-03 3.16784911e-03 5.58376668e-01 2.51416164e+00]","[1.41534485e-08 5.89058531e-09 1.62987789e-06 7.09780681e-06
 1.59375621e-05 1.35866289e-05 7.88000259e-06 1.09304116e-06
 2.04867223e-07 6.69056616e-08 2.32216671e-08 9.85058362e-09
 5.80838761e-08 2.54161316e-07 4.75066181e-07 7.27797453e-09
 6.64690569e-08 2.41687707e-08 2.13003795e-06 4.79538277e-06]"
15,0.0,1.779,16.0,1.1733807405357464,1.327244270243602,5.987474427371353e-08,0.0016275193910728625,"[2.72848626e-16 1.12437818e-10 3.74888969e-02 5.29107121e-02
 3.83055766e-01 5.97856898e-01 8.50217657e-01 1.00300391e+00
 1.15081550e+00 1.26140320e+00 1.31430044e+00 1.32647660e+00
 1.32736497e+00 1.32739391e+00 1.32730601e+00 1.32726231e+00
 1.32725626e+00 1.32724874e+00 1.32724694e+00 1.32724427e+00]",1.1956938516897771e-06,"[5.55426338e-09 1.36690964e-08 1.54488711e-06 1.09176463e-05
 1.17704854e-04 2.47141754e-04 1.30528857e-04 8.39338022e-05
 2.63341282e-05 1.55541133e-05 1.33682282e-05 1.03961902e-05
 1.36870903e-04 6.67048030e-03 1.27492353e-02 9.26744581e-04
 3.77603867e-03 1.58703060e-02 8.43922700e-01 2.31317635e+00]","[5.55426338e-09 6.83454822e-09 3.86221776e-07 1.36470579e-06
 7.35655340e-06 7.72317980e-06 2.03951340e-06 6.55732829e-07
 1.02867688e-07 3.03791276e-08 1.30549104e-08 5.07626474e-09
 3.34157479e-08 8.14267615e-07 7.78151566e-07 2.82820002e-08
 5.76177776e-08 1.21080826e-07 3.21930962e-06 4.41203374e-06]"
16,0.0,1.779,17.0,1.1733807774081493,1.3260995358474374,3.687240290872751e-08,0.0011447343961645817,"[3.41060821e-16 1.13989353e-10 3.73252443e-02 5.25658305e-02
 3.75686916e-01 5.93353208e-01 8.47860629e-01 1.00109400e+00
 1.14901913e+00 1.25993292e+00 1.31307676e+00 1.32532620e+00
 1.32622361e+00 1.32625078e+00 1.32614600e+00 1.32611126e+00
 1.32611090e+00 1.32610471e+00 1.32610070e+00 1.32609954e+00]",7.719237597794051e-07,"[2.27550454e-09 1.38240873e-08 3.79697107e-07 2.96825464e-06
 6.71584200e-05 1.51326648e-04 5.72510810e-05 5.17185363e-05
 1.37234784e-05 9.24831007e-06 7.65102957e-06 7.56392695e-06
 2.62179918e-04 1.44445251e-02 1.32542591e-02 4.14591705e-03
 2.23816793e-02 9.72216768e-04 3.29995685e-01 1.98391369e+00]","[2.27550454e-09 6.91204366e-09 9.49242768e-08 3.71031830e-07
 4.19740125e-06 4.72895776e-06 8.94548141e-07 4.04051065e-07
 5.36073377e-08 1.80631056e-08 7.47170857e-09 3.69332371e-09
 6.40087690e-08 1.76324769e-06 8.08975775e-07 1.26523348e-07
 3.41517324e-07 7.41742529e-09 1.25883364e-06 3.78401506e-06]"
17,0.0,1.779,18.0,1.173380792407053,1.3252913855848014,1.499890367462342e-08,0.0008081502626360315,"[6.82121687e-17 1.14960118e-10 3.71975905e-02 5.22868675e-02
 3.69835703e-01 5.89599721e-01 8.46041276e-01 9.99691917e-01
 1.14774841e+00 1.25891038e+00 1.31221823e+00 1.32451318e+00
 1.32541641e+00 1.32544082e+00 1.32531832e+00 1.32529988e+00
 1.32529577e+00 1.32529292e+00 1.32529208e+00 1.32529139e+00]",5.156074471870902e-07,"[9.84849045e-10 1.27641088e-08 1.88400954e-07 2.09600442e-06
 4.09807424e-05 9.66281632e-05 3.32661171e-05 3.29666549e-05
 7.44741502e-06 5.64887605e-06 6.79978104e-06 7.81378037e-06
 7.63969229e-04 1.19363138e-02 3.50402202e-03 8.91965179e-03
 2.78455515e-02 1.40908646e-04 4.39620375e-02 2.20255031e+00]","[9.84849045e-10 6.38205441e-09 4.71002384e-08 2.62000552e-07
 2.56129640e-06 3.01963010e-06 5.19783080e-07 2.57551991e-07
 2.90914649e-08 1.10329610e-08 6.64041117e-09 3.81532244e-09
 1.86515925e-07 1.45706955e-06 2.13868531e-07 2.72206170e-07
 4.24889397e-07 1.07504765e-09 1.67701864e-07 4.20103132e-06]"
18,0.0,1.779,19.0,1.1733807989809109,1.3247126850645619,6.573857902480995e-09,0.0005787005202395612,"[1.36424343e-16 1.15450080e-10 3.70935669e-02 5.20530148e-02
 3.65108399e-01 5.86435747e-01 8.44603830e-01 9.98638352e-01
 1.14683370e+00 1.25818970e+00 1.31160843e+00 1.32393154e+00
 1.32483768e+00 1.32485712e+00 1.32473239e+00 1.32472074e+00
 1.32471612e+00 1.32471377e+00 1.32471183e+00 1.32471269e+00]",3.213662458671995e-07,"[4.61520309e-10 1.13520596e-08 1.67392233e-07 1.95918916e-06
 2.61563880e-05 6.38785546e-05 2.10562392e-05 2.17357266e-05
 4.22650877e-06 3.82049165e-06 5.33456427e-06 1.36861059e-05
 2.70427044e-03 3.66586783e-03 4.87217898e-04 4.91227361e-03
 1.19105718e-03 2.68867722e-03 1.04745232e+00 2.04574867e+00]","[4.61520309e-10 5.67602979e-09 4.18480583e-08 2.44898645e-07
 1.63477425e-06 1.99620483e-06 3.29003737e-07 1.69810364e-07
 1.65097999e-08 7.46189776e-09 5.20953542e-09 6.68266890e-09
 6.60222275e-07 4.47493632e-07 2.97374205e-08 1.49910694e-07
 1.81740902e-08 2.05129793e-08 3.99571350e-06 3.90195593e-06]"
19,0.0,1.779,20.0,1.173380807248019,1.324290187269804,8.26710810919451e-09,0.00042249779475778126,"[3.06954782e-16 1.15790642e-10 3.70074064e-02 5.18552713e-02
 3.61233268e-01 5.83747390e-01 8.43446989e-01 9.97829243e-01
 1.14616143e+00 1.25767206e+00 1.31116683e+00 1.32350722e+00
 1.32441086e+00 1.32441764e+00 1.32430813e+00 1.32429815e+00
 1.32429345e+00 1.32429112e+00 1.32428999e+00 1.32429019e+00]",3.0180805466447364e-07,"[2.38607899e-10 1.00127594e-08 1.58880948e-07 1.86460720e-06
 1.73041337e-05 4.34570548e-05 1.39189161e-05 1.47709402e-05
 2.51268565e-06 3.01351002e-06 4.32447497e-06 3.20016583e-05
 8.62968227e-03 9.02719856e-04 9.23082412e-04 1.44112853e-03
 2.04379709e-04 3.41331184e-03 7.61985531e-01 2.68074948e+00]","[2.38607899e-10 5.00637969e-09 3.97202371e-08 2.33075899e-07
 1.08150835e-06 1.35803296e-06 2.17483064e-07 1.15397970e-07
 9.81517830e-09 5.88576175e-09 4.22312009e-09 1.56258097e-08
 2.10685602e-06 1.10195295e-07 5.63404793e-08 4.39797524e-08
 3.11858687e-09 2.60415027e-08 2.90674412e-06 5.11312386e-06]"
20,0.0,1.779,21.0,1.1733808153667016,1.3239731746019197,8.118682615076978e-09,0.00031701266788441984,"[1.02318263e-16 1.15818994e-10 3.69350285e-02 5.16865774e-02
 3.58011891e-01 5.81443004e-01 8.42499475e-01 9.97194772e-01
 1.14565747e+00 1.25729363e+00 1.31084149e+00 1.32319243e+00
 1.32408560e+00 1.32406728e+00 1.32399360e+00 1.32398392e+00
 1.32397915e+00 1.32397684e+00 1.32397680e+00 1.32397317e+00]",3.555717498778833e-07,"[1.35514381e-10 8.84550878e-09 1.51446042e-07 1.77743091e-06
 1.18177514e-05 3.03706501e-05 9.51979967e-06 1.03301468e-05
 1.56623294e-06 2.86968505e-06 4.55026999e-06 8.63902429e-05
 1.58127048e-02 1.80327506e-04 3.38981297e-03 3.28694334e-04
 1.58859693e-03 4.78348259e-03 1.05647396e+00 2.40764008e+00]","[1.35514381e-10 4.42275439e-09 3.78615105e-08 2.22178864e-07
 7.38609462e-07 9.49082815e-07 1.48746870e-07 8.07042722e-08
 6.11809743e-09 5.60485362e-09 4.44362304e-09 4.21827358e-08
 3.86052363e-06 2.20126350e-08 2.06897764e-07 1.00309550e-08
 2.42400654e-08 3.64950759e-08 4.03012835e-06 4.59220901e-06]"
21,0.0,1.779,22.0,1.1733808164735626,1.3237375288438817,1.1068610472619866e-09,0.00023564575803791676,"[3.41060882e-17 1.15733797e-10 3.68738690e-02 5.15423191e-02
 3.55305518e-01 5.79456416e-01 8.41713728e-01 9.96689167e-01
 1.14527336e+00 1.25701290e+00 1.31059813e+00 1.32295549e+00
 1.32383629e+00 1.32379479e+00 1.32375636e+00 1.32374674e+00
 1.32374192e+00 1.32373958e+00 1.32373676e+00 1.32373753e+00]",2.82286874872795e-07,"[8.84388384e-11 7.94941330e-09 1.44466084e-07 1.69509162e-06
 8.27330382e-06 2.16638029e-05 6.68224465e-06 7.38028938e-06
 1.01454394e-06 2.71147544e-06 3.79878445e-06 2.69039822e-04
 1.19871045e-02 4.18626488e-05 6.36116541e-03 5.51950801e-05
 1.61973104e-04 5.97416340e-04 9.54113676e-01 2.34947164e+00]","[8.84388384e-11 3.97470665e-09 3.61165210e-08 2.11886452e-07
 5.17081489e-07 6.76993842e-07 1.04410073e-07 5.76585108e-08
 3.96306228e-09 5.29585047e-09 3.70975044e-09 1.31367101e-07
 2.92653918e-06 5.11018662e-09 3.88254725e-07 1.68442017e-09
 2.47151342e-09 4.55792496e-09 3.63965483e-06 4.48126153e-06]"
