,beta,h,logZ,magnetization,logZ_diff,magnetization_diff,magnetization_per_layer,ws_diff_total,ws_diff,ws_diff_normalized,iter,elapsed
0,0.4,0.0,0.8793621964568148,0.0005787218970762736,0.8793621964568148,0.0005787218970762736,"[3.35067080e-17 6.44382892e-17 1.24820086e-15 2.55295446e-15
 6.02057734e-04 5.49859140e-04 1.88529967e-03 1.50935785e-03
 2.05524332e-03 9.47757081e-04 6.00440917e-04 4.92263968e-04
 6.15886554e-04 5.94770719e-04 5.71040964e-04 5.79788256e-04
 5.79924045e-04 5.78290549e-04 5.78481782e-04 5.78721897e-04]",0.012248981955837221,"[0.         0.         0.         0.         1.21534195 1.90689588
 2.45567238 2.79714039 2.98981398 3.30967228 3.27867404 3.4621305
 3.51734428 3.45499242 3.38800917 3.53082514 3.44761365 3.49356303
 3.74583506 3.67496101]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.59588721e-02 5.95904961e-02 3.83698809e-02 2.18526593e-02
 1.16789609e-02 6.46420367e-03 3.20183012e-03 1.69049341e-03
 8.58726631e-04 4.21752005e-04 2.06787669e-04 1.07752232e-04
 5.26064094e-05 2.66537707e-05 1.42892268e-05 7.00943185e-06]",1.0,5.35088038444519
1,0.4,0.0,0.8793638193222906,4.404365853922956e-07,1.6228654757810546e-06,0.0005782814604908814,"[3.35067080e-17 6.44382892e-17 1.24820086e-15 2.55295446e-15
 8.51905507e-06 1.14624921e-06 1.17522703e-04 3.61778619e-05
 1.44087246e-05 3.53476327e-06 1.87645858e-08 3.16328540e-07
 5.98751679e-07 4.60017426e-07 4.17279574e-07 6.75744612e-07
 6.36861297e-07 4.94108656e-07 5.18219609e-07 4.40436585e-07]",0.00019653881268346193,"[0.         0.         0.         0.         0.02868813 0.01182199
 0.00996489 0.01820927 0.14142259 0.04240538 0.09421441 0.07643428
 0.78835704 0.30610717 0.98572267 0.07314532 0.91698891 0.8499181
 0.98735642 2.9825125 ]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.79300843e-03 3.69437176e-04 1.55701343e-04 1.42259932e-04
 5.52432005e-04 8.28230134e-05 9.20062629e-05 3.73214280e-05
 1.92469980e-04 3.73665975e-05 6.01637372e-05 2.23221812e-06
 1.39921403e-05 6.48436054e-06 3.76646583e-06 5.68869114e-06]",2.0,4.4035258293151855
2,0.4,0.0,0.879363819392064,1.5544209585942263e-07,6.977340927249998e-11,2.84994489532873e-07,"[3.35067080e-17 6.44382892e-17 1.24820086e-15 2.55295446e-15
 7.92808810e-07 2.13707038e-07 3.70895315e-06 5.69621083e-07
 1.94818087e-06 3.45779874e-08 1.29169935e-08 9.89052013e-09
 1.65395373e-08 1.25585710e-07 4.48407065e-08 1.45928599e-07
 7.82294316e-08 2.40355138e-08 1.41354761e-07 1.55442096e-07]",0.00012890858083205707,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.17016809e-02 8.00541611e-03 3.51178520e-03 3.58960580e-03
 8.36969807e-04 8.09673297e-04 1.91228479e-04 2.55622601e-04
 4.46845363e-05 1.99741574e-03 9.00729526e-04 9.45644296e-03
 5.33485908e-03 9.52037887e-03 6.30315903e-01 2.78910447e+00]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.98135506e-03 2.50169253e-04 5.48716437e-05 2.80437953e-05
 3.26941331e-06 1.58139316e-06 1.86746562e-07 1.24815723e-07
 1.09093106e-08 2.43825163e-07 5.49761674e-08 2.88587737e-07
 8.14034894e-08 7.26347265e-08 2.40446435e-06 5.31979459e-06]",3.0,4.264051914215088
3,0.4,0.0,0.8793638195394081,4.426616044213687e-08,1.4734413689154735e-10,1.1117593541728576e-07,"[3.35067080e-17 6.44382892e-17 1.24820086e-15 2.55295446e-15
 6.37283866e-07 7.98192214e-08 1.45938394e-07 2.82941832e-07
 3.83393569e-07 1.48972087e-08 1.02599271e-08 5.58844076e-09
 1.13308280e-09 5.73884154e-09 1.89207607e-09 6.12853931e-09
 3.48490035e-09 3.23220283e-08 1.24389374e-07 4.42661604e-08]",3.551170226615985e-05,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.57107190e-03 4.95251730e-03 2.82321086e-03 2.88222036e-03
 9.41939876e-04 9.12328428e-04 2.25848800e-04 3.77546847e-04
 2.21730155e-05 4.12973849e-03 7.58320565e-03 4.08404950e-03
 8.05798828e-03 4.75164693e-03 9.32630801e-01 2.84057878e+00]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 4.10691994e-04 1.54766166e-04 4.41126697e-05 2.25173466e-05
 3.67945264e-06 1.78189146e-06 2.20555468e-07 1.84349047e-07
 5.41333387e-09 5.04118469e-07 4.62842142e-07 1.24635300e-07
 1.22955143e-07 3.62521891e-08 3.55770417e-06 5.41797405e-06]",4.0,4.6646528244018555
4,0.4,0.0,0.8793638195246387,6.474440890603844e-08,1.476940791889092e-11,2.0478248463901568e-08,"[3.35067080e-17 6.44382892e-17 1.24820086e-15 2.55295446e-15
 3.21013828e-07 3.79304832e-08 3.82153559e-07 2.01538353e-07
 1.30633404e-07 2.42401008e-08 1.76752978e-08 7.39295618e-09
 1.64125030e-08 3.75908543e-08 3.55807154e-08 4.27047209e-09
 1.54118258e-09 4.20974207e-08 2.79769561e-08 6.47444089e-08]",1.0414804101468318e-05,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.45859555e-04 2.25564114e-03 2.18310671e-03 1.67571037e-03
 9.32088214e-04 8.56721541e-04 2.28004552e-04 9.66873710e-04
 1.48693948e-04 3.63664610e-03 1.21323933e-02 2.44907421e-03
 8.19973713e-03 4.23274289e-01 1.32007259e+00 2.93372309e+00]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.91162222e-05 7.04887855e-05 3.41110423e-05 1.30914873e-05
 3.64096959e-06 1.67328426e-06 2.22660696e-07 4.72106304e-07
 3.63022334e-08 4.43926526e-07 7.40502520e-07 7.47398135e-08
 1.25118059e-07 3.22932655e-06 5.03567731e-06 5.59563272e-06]",5.0,4.163986444473267
5,0.4,0.0,0.8793638194740825,4.2100857882970826e-08,5.0556225872355753e-11,2.2643551023067612e-08,"[3.35067080e-17 6.44382892e-17 1.24820086e-15 2.55295446e-15
 1.68469878e-07 3.30223655e-09 2.66211398e-07 1.19435096e-07
 1.89101045e-08 1.92893339e-08 1.59639820e-09 3.77266903e-09
 2.97272075e-09 7.41396089e-08 3.41339581e-08 4.93138974e-09
 2.45913766e-09 3.95427487e-07 6.28282070e-08 4.21008579e-08]",4.912978229767225e-06,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.89169084e-04 8.87251496e-04 1.71878946e-03 1.20305837e-03
 9.08565084e-04 5.39298230e-04 2.96073970e-04 1.43259707e-04
 2.80771664e-05 8.39672762e-04 2.20349797e-03 3.44448144e-04
 2.82690352e-04 9.71085899e-01 1.18224004e+00 3.33925726e+00]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.18230677e-05 2.77266093e-05 2.68560853e-05 9.39889350e-06
 3.54908236e-06 1.05331685e-06 2.89134736e-07 6.99510287e-08
 6.85477696e-09 1.02499116e-07 1.34490843e-07 1.05117231e-08
 4.31351244e-09 7.40879745e-06 4.50988784e-06 6.36912777e-06]",6.0,4.352145433425903
